prompt,content_word,style_word,seed,use_quantile,iou_threshold,iou_baseline_mean,iou_baseline_std,support_a_baseline,support_b_baseline,support_intersection_baseline,support_union_baseline,iou_baseline_cs_mean,iou_baseline_cs_std,support_a_baseline_cs,support_b_baseline_cs,support_intersection_baseline_cs,support_union_baseline_cs,iou_score,support_content,support_style,support_intersection,support_union
a Abstract Expressionism painting of a car,car,Abstract Expressionism,120,False,0.2,0.7125104431595121,0.17885832476174154,0.827493395124163,0.8356846400669643,0.6911486216953823,0.972029413495745,0.652822982519865,0.2078041757070477,0.8627347946166992,0.7674674987792969,0.6428810358047485,0.9873212575912476,0.5532588958740234,0.6179389953613281,0.9353199005126953,0.5532588958740234,1.0
a Abstract Expressionism painting of a car,car,Abstract Expressionism,120,True,0.2,0.7610498028142112,0.11380481861742653,0.8000002588544574,0.8000004632132394,0.6875330380031041,0.9124676840645927,0.6948657631874084,0.10429610459975609,0.8000003099441528,0.8000003099441528,0.6524730920791626,0.9475275278091431,0.6007544994354248,0.8000001907348633,0.8000001907348633,0.6004714965820312,0.9995288848876953
a Abstract Expressionism painting of a car,car,Abstract Expressionism,120,False,0.3,0.47963549649076803,0.29008201294531843,0.5894042423793248,0.699796199798584,0.42053706305367605,0.8686633791242327,0.4243267555721104,0.3111062550817502,0.6625394821166992,0.6169993877410889,0.3839571475982666,0.8955817222595215,0.2573741376399994,0.44007301330566406,0.8169221878051758,0.2572965621948242,0.9996986389160156
a Abstract Expressionism painting of a car,car,Abstract Expressionism,120,True,0.3,0.6942283809185028,0.19737825928953837,0.7000001498631069,0.6999998092651367,0.5613701684134347,0.8386297907148089,0.5907519087195396,0.197432458055399,0.7000000476837158,0.6999998092651367,0.5064390897750854,0.8935607671737671,0.4026736617088318,0.6999998092651367,0.6999998092651367,0.40190601348876953,0.9980936050415039
a Abstract Expressionism painting of a car,car,Abstract Expressionism,120,False,0.4,0.380940576649404,0.3292028734803535,0.4499755586896624,0.590123176574707,0.2882548059735979,0.7518439292907715,0.3326603936147876,0.339676560797989,0.5313400030136108,0.5211330652236938,0.26106739044189453,0.7914056777954102,0.09381098300218582,0.3785381317138672,0.7028083801269531,0.0927419662475586,0.9886045455932617
a Abstract Expressionism painting of a car,car,Abstract Expressionism,120,True,0.4,0.622051576418536,0.2684550035223334,0.6000009264264788,0.6000005177089146,0.4360735757010324,0.763927868434361,0.49806840158998966,0.29491027741196746,0.6000007390975952,0.6000005006790161,0.3673497438430786,0.8326514959335327,0.20807591080665588,0.6000003814697266,0.6000003814697266,0.20668506622314453,0.9933156967163086
a Abstract Expressionism painting of a car,car,Abstract Expressionism,120,False,0.5,0.2822102289646864,0.29973350033559,0.3359948566981724,0.47411305563790457,0.18152659279959543,0.6285813195364816,0.26154451444745064,0.3306769609993135,0.4211627244949341,0.43045270442962646,0.17497789859771729,0.6766375303268433,0.017830003052949905,0.34105968475341797,0.6074066162109375,0.016614913940429688,0.9318513870239258
a Abstract Expressionism painting of a car,car,Abstract Expressionism,120,True,0.5,0.5180389223886388,0.2840111379721767,0.5000003405979702,0.5000003405979702,0.3122850145612444,0.6877156666346959,0.37261654110625386,0.30130383185429105,0.5000002384185791,0.5000002384185791,0.23480331897735596,0.7651971578598022,0.0604487843811512,0.5,0.5,0.057003021240234375,0.9429969787597656
a Abstract Expressionism painting of a car,car,Abstract Expressionism,120,False,0.6,0.18064568243322096,0.21688140591081698,0.23754821504865373,0.3236455236162458,0.09254755292619977,0.46864618573869976,0.1635876055515837,0.2398507115842709,0.3118555545806885,0.32113146781921387,0.0951770544052124,0.5378099679946899,3.5740367820835672e-06,0.2827768325805664,0.5177278518676758,2.86102294921875e-06,0.800501823425293
a Abstract Expressionism painting of a car,car,Abstract Expressionism,120,True,0.6,0.41938134910638575,0.2633936025379119,0.4000007765633719,0.4000007084437779,0.2127234595162528,0.587278025490897,0.2604610973939998,0.24477554314362146,0.4000006914138794,0.4000006914138794,0.14054012298583984,0.659461259841919,0.0012652154546231031,0.40000057220458984,0.40000057220458984,0.001010894775390625,0.7989902496337891
a Abstract Expressionism painting of a car,car,Abstract Expressionism,120,False,0.7,0.09140362218022346,0.14123711667510255,0.12661784035818918,0.13698393957955496,0.018914358956473216,0.24468742098127091,0.029101291671395302,0.04259836724580689,0.18053555488586426,0.16356754302978516,0.012999534606933594,0.3311035633087158,0.0,0.15557289123535156,0.37636661529541016,0.0,0.5319395065307617
a Abstract Expressionism painting of a car,car,Abstract Expressionism,120,True,0.7,0.32627940769972547,0.23499963851428057,0.30000039509364534,0.3000006675720215,0.132065977369036,0.46793508529663086,0.16281565942335874,0.16341989177284483,0.3000004291534424,0.3000004291534424,0.07372128963470459,0.5262795686721802,0.0,0.3000001907348633,0.3000001907348633,0.0,0.6000003814697266
a Abstract Expressionism painting of a car,car,Abstract Expressionism,120,False,0.8,0.04761046111109733,0.09510802986524931,0.048967293330601284,0.03647327423095703,0.0016132763453892299,0.08382729121616908,0.0003498906698951032,0.0008793812061208724,0.07453525066375732,0.051339030265808105,6.508827209472656e-05,0.1258091926574707,0.0,0.04289054870605469,0.17732906341552734,0.0,0.22021961212158203
a Abstract Expressionism painting of a car,car,Abstract Expressionism,120,True,0.8,0.2429790757513339,0.23004994371674625,0.20000096729823522,0.20000083105904715,0.06780896868024554,0.33219282967703684,0.06799706535821315,0.07086268312915063,0.20000112056732178,0.20000088214874268,0.023832082748413086,0.37616991996765137,0.0,0.20000076293945312,0.20000171661376953,0.0,0.40000247955322266
a Abstract Expressionism painting of a car,car,Abstract Expressionism,120,False,0.9,0.03646636328526905,0.09161784638953208,0.006514549255371094,0.004897458212716239,0.00016226087297712053,0.011249746595110213,0.0,0.0,0.00977170467376709,0.0070389509201049805,0.0,0.01681065559387207,0.0,0.0062808990478515625,0.023126602172851562,0.0,0.029407501220703125
a Abstract Expressionism painting of a car,car,Abstract Expressionism,120,True,0.9,0.19536561661932086,0.2504524692390287,0.10000038146972656,0.10000038146972656,0.026242596762520925,0.1737581661769322,0.006949492439161986,0.012218953996117046,0.10000038146972656,0.10000038146972656,0.0013517141342163086,0.19864904880523682,0.0,0.10000038146972656,0.10000038146972656,0.0,0.20000076293945312
a Action painting painting of a car,car,Action painting,121,False,0.1,0.9550449592726571,0.025544550802342577,0.9775359971182687,0.9763473102024623,0.9544800349644252,0.9994032723563058,0.9499006271362305,0.02860480422883364,0.9833328723907471,0.9662325382232666,0.9497358798980713,0.9998295307159424,0.9394903182983398,0.9479532241821289,0.9915370941162109,0.9394903182983398,1.0
a Action painting painting of a car,car,Action painting,121,True,0.1,0.8391880520752498,0.027635490600789465,0.8999998228890556,0.8999999591282436,0.8210859979901995,0.9789137840270996,0.8291290327906609,0.029108228225088052,0.8999999761581421,0.9000002145767212,0.8156778812408447,0.9843223094940186,0.8000011444091797,0.9000005722045898,0.9000005722045898,0.8000011444091797,1.0
a Action painting painting of a car,car,Action painting,121,False,0.2,0.814975061586925,0.08969630664796552,0.8954604012625558,0.8921732902526855,0.8024471146719796,0.9851865768432617,0.7834114357829094,0.1032702969386955,0.9129674434661865,0.8522152900695801,0.7750545740127563,0.9901281595230103,0.7127971649169922,0.7843694686889648,0.9284276962280273,0.7127971649169922,1.0
a Action painting painting of a car,car,Action painting,121,True,0.2,0.7099798321723938,0.07332414718545611,0.8000001907348633,0.8000001907348633,0.6626101902553013,0.9373901912144252,0.6900972500443459,0.0784694972649233,0.8000001907348633,0.8000001907348633,0.6512960195541382,0.9487043619155884,0.6006552577018738,0.8000001907348633,0.8000001907348633,0.6004095077514648,0.9995908737182617
a Action painting painting of a car,car,Action painting,121,False,0.3,0.5899710059165955,0.2271718817425528,0.7506284713745117,0.7281215531485421,0.5457984379359654,0.9329515865870884,0.5033411458134651,0.26108087239974576,0.7754980325698853,0.6133753061294556,0.4598277807235718,0.929045557975769,0.19707421958446503,0.40413951873779297,0.7750215530395508,0.19412517547607422,0.9850358963012695
a Action painting painting of a car,car,Action painting,121,True,0.3,0.5941269866057804,0.12629160630636882,0.6999998092651367,0.6999998092651367,0.5164468629019601,0.8835527556283134,0.5769322291016579,0.14670489263270722,0.6999998092651367,0.6999998092651367,0.5048435926437378,0.8951560258865356,0.41042810678482056,0.6999998092651367,0.6999998092651367,0.4073934555053711,0.9926061630249023
a Action painting painting of a car,car,Action painting,121,False,0.4,0.4077810697240888,0.23170381936588588,0.5663040024893624,0.6297736849103656,0.34891550881522043,0.8471621785845075,0.3578782489494188,0.26907497964871485,0.610453724861145,0.4969435930252075,0.29117703437805176,0.8162202835083008,0.021971646696329117,0.2815675735473633,0.6189088821411133,0.019359588623046875,0.8811168670654297
a Action painting painting of a car,car,Action painting,121,True,0.4,0.47770812681743074,0.14833482468492437,0.6000005177089146,0.6000009264264788,0.37966809953962055,0.8203333445957729,0.4539293721318245,0.18160591527431794,0.6000006198883057,0.6000006198883057,0.36210334300994873,0.8378978967666626,0.23630797863006592,0.6000003814697266,0.6000003814697266,0.2293682098388672,0.9706325531005859
a Action painting painting of a car,car,Action painting,121,False,0.5,0.27541772010070936,0.18803117474792172,0.4085947445460728,0.5303019114903041,0.20798615046909877,0.7309105055672782,0.25629300251603127,0.20386518159127612,0.4628922939300537,0.4051547050476074,0.18101978302001953,0.6870272159576416,0.0021501837763935328,0.24550151824951172,0.4572296142578125,0.0015077590942382812,0.7012233734130859
a Action painting painting of a car,car,Action painting,121,True,0.5,0.3664316689329488,0.1566902017870498,0.5000000681195941,0.5000005449567523,0.2583233288356236,0.7416772842407227,0.33861949387937784,0.1861188180393934,0.5000001192092896,0.5000005960464478,0.2387545108795166,0.7612462043762207,0.10513795912265778,0.5000009536743164,0.5,0.09513568878173828,0.9048652648925781
a Action painting painting of a car,car,Action painting,121,False,0.6,0.14195683608496829,0.1274212943813393,0.22928435461861746,0.3916986329214914,0.08074297223772321,0.5402400153023856,0.13177605828968808,0.123795790435934,0.2789074182510376,0.2838815450668335,0.0660250186920166,0.4967639446258545,0.0,0.1808309555053711,0.2461719512939453,0.0,0.4270029067993164
a Action painting painting of a car,car,Action painting,121,True,0.6,0.2700263960286975,0.16145731663831067,0.40000104904174805,0.40000111716134207,0.1601721899850028,0.6398299762180873,0.24440690060146153,0.18143662194864735,0.4000009298324585,0.4000009298324585,0.14415955543518066,0.6558423042297363,0.03222956508398056,0.40000057220458984,0.40000057220458984,0.0249786376953125,0.7750225067138672
a Action painting painting of a car,car,Action painting,121,False,0.7,0.07159755319090826,0.10144526425620667,0.09381076267787389,0.21486915860857284,0.018683774130684987,0.2899961471557617,0.06381796661298722,0.10528354781600244,0.12088418006896973,0.14681291580200195,0.010956168174743652,0.256740927696228,0.0,0.0941152572631836,0.07795524597167969,0.0,0.17207050323486328
a Action painting painting of a car,car,Action painting,121,True,0.7,0.18587210954033903,0.15214504204611382,0.30000039509364534,0.3000006675720215,0.08616631371634347,0.5138347489493233,0.1643642884446308,0.1649144191688358,0.3000004291534424,0.3000004291534424,0.07517468929290771,0.524826169013977,0.0011377541813999414,0.3000001907348633,0.3000001907348633,0.0006818771362304688,0.5993185043334961
a Action painting painting of a car,car,Action painting,121,False,0.8,0.04251427748905761,0.0694621924178346,0.024472713470458984,0.05795574188232422,0.0025552340916224887,0.07987322126116071,0.04216994810849428,0.07679218950273232,0.03168153762817383,0.03769707679748535,0.0016858577728271484,0.06769275665283203,0.0,0.02138042449951172,0.017548561096191406,0.0,0.038928985595703125
a Action painting painting of a car,car,Action painting,121,True,0.8,0.12312537595841734,0.12661491447664414,0.2000013760157994,0.20000151225498744,0.03962148938860212,0.36038139888218473,0.1052350544687215,0.13514910084990722,0.20000135898590088,0.20000112056732178,0.0331953763961792,0.36680710315704346,0.0,0.20000076293945312,0.20000076293945312,0.0,0.40000152587890625
a Action painting painting of a car,car,Action painting,121,False,0.9,0.004780990312740739,0.016764350902011577,0.002206189291817801,0.004891531808035714,2.3024422781808035e-05,0.007074696677071708,0.0002161694719688967,0.0005719306638738486,0.0027849674224853516,0.0031633377075195312,9.5367431640625e-07,0.0059473514556884766,0.0,0.0017271041870117188,0.0015392303466796875,0.0,0.0032663345336914062
a Action painting painting of a car,car,Action painting,121,True,0.9,0.0826962898385578,0.10407814250794703,0.10000099454607282,0.10000072206769671,0.013725825718470983,0.18627589089529856,0.07455143571132794,0.1137706405367359,0.10000109672546387,0.10000061988830566,0.012036681175231934,0.1879650354385376,0.0,0.10000038146972656,0.10000133514404297,0.0,0.20000171661376953
a Analytical Cubism painting of a car,car,Analytical Cubism,122,False,0.1,0.965062541621072,0.013427168176964165,0.9780220304216657,0.9844185965401786,0.9637716157095773,0.998669011252267,0.9584172368049622,0.011255588881143749,0.9793986082077026,0.9783107042312622,0.9580707550048828,0.999638557434082,0.9466695785522461,0.9705848693847656,0.9760847091674805,0.9466695785522461,1.0
a Analytical Cubism painting of a car,car,Analytical Cubism,122,True,0.1,0.8436172263962882,0.03817529003629747,0.8999998228890556,0.8999996866498675,0.823242051260812,0.976757458278111,0.8208308964967728,0.02790696454538372,0.8999999761581421,0.899999737739563,0.8112128973007202,0.9887868165969849,0.8000001907348633,0.8999996185302734,0.9000005722045898,0.8000001907348633,1.0
a Analytical Cubism painting of a car,car,Analytical Cubism,122,False,0.2,0.7829396511827197,0.09561909347331886,0.8337675503322056,0.903320448739188,0.7628735814775739,0.9742144175938198,0.7392303422093391,0.07758984686838384,0.8339970111846924,0.8588762283325195,0.7192291021347046,0.9736441373825073,0.5897054672241211,0.8097972869873047,0.7799081802368164,0.5897054672241211,1.0
a Analytical Cubism painting of a car,car,Analytical Cubism,122,True,0.2,0.7211524077824184,0.08149423753791442,0.8000003269740513,0.8000003950936454,0.6682974951607841,0.9317032269069127,0.6731264665722847,0.06638775110629172,0.8000003099441528,0.8000003099441528,0.64223313331604,0.9577674865722656,0.6000003814697266,0.8000001907348633,0.8000001907348633,0.6000003814697266,1.0
a Analytical Cubism painting of a car,car,Analytical Cubism,122,False,0.3,0.5452094094029495,0.18840298358164737,0.6048387118748256,0.7570669991629464,0.4773943083626883,0.8845114026750837,0.4843520512804389,0.18642448696261396,0.6195583343505859,0.6749832630157471,0.413891077041626,0.880650520324707,0.1386302411556244,0.5884160995483398,0.5489425659179688,0.1384754180908203,0.9988832473754883
a Analytical Cubism painting of a car,car,Analytical Cubism,122,True,0.3,0.6160625517368317,0.1301284488900093,0.6999999455043248,0.7000002861022949,0.5279222215924945,0.8720780100141253,0.5505657941102982,0.12259933854476034,0.6999999284744263,0.7000004053115845,0.4915837049484253,0.9084166288375854,0.40000057220458984,0.7000007629394531,0.6999998092651367,0.40000057220458984,1.0
a Analytical Cubism painting of a car,car,Analytical Cubism,122,False,0.4,0.3271555309849126,0.22768844165051552,0.3767514910016741,0.5977221897670201,0.24304124287196568,0.7314324378967285,0.3050920721143484,0.22655818451317272,0.4208080768585205,0.5354106426239014,0.21929383277893066,0.7369248867034912,0.005635946523398161,0.48701000213623047,0.42661380767822266,0.005120277404785156,0.908503532409668
a Analytical Cubism painting of a car,car,Analytical Cubism,122,True,0.4,0.52594115372215,0.1893058395265309,0.6000009264264788,0.6000004495893206,0.4008575166974749,0.7991438593183245,0.4542065318673849,0.20102346648203384,0.6000009775161743,0.6000005006790161,0.3593953847885132,0.8406060934066772,0.2002180516719818,0.6000003814697266,0.600001335144043,0.2001819610595703,0.9998197555541992
a Analytical Cubism painting of a car,car,Analytical Cubism,122,False,0.5,0.1895252263348084,0.19216748257229538,0.2229337011064802,0.41520718165806364,0.10364225932529994,0.5344986234392438,0.16825907876045676,0.17731570581036238,0.2561107873916626,0.3895679712295532,0.08842992782592773,0.5572488307952881,0.0,0.4043769836425781,0.25889015197753906,0.0,0.6632671356201172
a Analytical Cubism painting of a car,car,Analytical Cubism,122,True,0.5,0.44707019893186434,0.24159606561039548,0.5000004087175641,0.500000136239188,0.2882672037397112,0.711733341217041,0.3699677484109998,0.2699479196562108,0.5000007152557373,0.5000002384185791,0.24249351024627686,0.7575074434280396,0.02775667794048786,0.5,0.5000019073486328,0.027007102966308594,0.9729948043823242
a Analytical Cubism painting of a car,car,Analytical Cubism,122,False,0.6,0.11122110123480004,0.17315783438111895,0.10775770459856306,0.22746120180402482,0.030551433563232422,0.30466747283935547,0.1068120070558507,0.1863569933325768,0.12679731845855713,0.22652828693389893,0.025563359260559082,0.327762246131897,0.0,0.2663240432739258,0.12925052642822266,0.0,0.39557456970214844
a Analytical Cubism painting of a car,car,Analytical Cubism,122,True,0.6,0.35866791147938265,0.239402552754786,0.400000844682966,0.400000980922154,0.19210147857666016,0.6079003470284599,0.2733234377519693,0.25724132549085693,0.40000081062316895,0.40000081062316895,0.14792096614837646,0.6520806550979614,0.001359637943096459,0.40000057220458984,0.40000057220458984,0.0010862350463867188,0.798914909362793
a Analytical Cubism painting of a car,car,Analytical Cubism,122,False,0.7,0.06515654233018202,0.13600517686689076,0.04575545447213309,0.09238753999982562,0.007006645202636719,0.131136349269322,0.06263557210331783,0.1462893683831927,0.05354154109954834,0.0968862771987915,0.0058776140213012695,0.14455020427703857,0.0,0.11820602416992188,0.060886383056640625,0.0,0.1790924072265625
a Analytical Cubism painting of a car,car,Analytical Cubism,122,True,0.7,0.27280950346695526,0.21605010058884097,0.30000059945242746,0.3000008038112095,0.11510249546595983,0.4848989077976772,0.18809201777912676,0.21646511294629153,0.30000054836273193,0.30000054836273193,0.08019900321960449,0.5198020935058594,0.0,0.3000001907348633,0.3000001907348633,0.0,0.6000003814697266
a Analytical Cubism painting of a car,car,Analytical Cubism,122,False,0.8,0.04262601022076394,0.09369143671027488,0.014157295227050781,0.03038508551461356,0.0014510835920061385,0.0430912971496582,0.03664940083399415,0.08181755240691536,0.016776323318481445,0.03574514389038086,0.0012123584747314453,0.05130910873413086,0.0,0.049320220947265625,0.021819114685058594,0.0,0.07113933563232422
a Analytical Cubism painting of a car,car,Analytical Cubism,122,True,0.8,0.20941767650323787,0.2061496410529535,0.20000083105904715,0.20000130789620535,0.06026792526245117,0.3397342136928013,0.14718990158871748,0.2100343183995706,0.20000088214874268,0.20000135898590088,0.04141545295715332,0.35858678817749023,0.0,0.20000171661376953,0.20000076293945312,0.0,0.40000247955322266
a Analytical Cubism painting of a car,car,Analytical Cubism,122,False,0.9,0.009126086586288043,0.024679183500865957,0.0022516250610351562,0.006117684500558036,5.245208740234375e-05,0.008316857474190848,0.004526990000158548,0.01197728972809577,0.0026328563690185547,0.008462190628051758,3.135204315185547e-05,0.011063694953918457,0.0,0.013689041137695312,0.0037660598754882812,0.0,0.017455101013183594
a Analytical Cubism painting of a car,car,Analytical Cubism,122,True,0.9,0.16155787026218604,0.2007045260277553,0.10000038146972656,0.10000038146972656,0.023221560886928012,0.17677920205252512,0.1296267791367427,0.2116977944365734,0.10000038146972656,0.10000038146972656,0.017720341682434082,0.18228042125701904,0.0,0.10000038146972656,0.10000038146972656,0.0,0.20000076293945312
a Art Nouveau painting of a car,car,Art Nouveau,123,False,0.1,0.951734117099217,0.04359522583034346,0.9841532026018415,0.9649723597935268,0.9504508290972028,0.9986747332981655,0.9185755848884583,0.027436444862052545,0.9763237237930298,0.9397586584091187,0.9173634052276611,0.9987189769744873,0.8389816284179688,0.8946399688720703,0.9443416595458984,0.8389816284179688,1.0
a Art Nouveau painting of a car,car,Art Nouveau,123,True,0.1,0.8671550835881915,0.04043856616553996,0.9000000272478376,0.8999998228890556,0.8355086190359933,0.9644912311008998,0.846602626144886,0.04039517955648381,0.9000000953674316,0.8999998569488525,0.8247721195220947,0.9752278327941895,0.8000001907348633,0.8999996185302734,0.9000005722045898,0.8000001907348633,1.0
a Art Nouveau painting of a car,car,Art Nouveau,123,False,0.2,0.779752254486084,0.19432702636091695,0.920400891985212,0.840069021497454,0.7708736828395298,0.9895962306431362,0.6455402821302414,0.15368703124245267,0.8941199779510498,0.7281074523925781,0.6350802183151245,0.9871472120285034,0.29966163635253906,0.5209579467773438,0.7787036895751953,0.29966163635253906,1.0
a Art Nouveau painting of a car,car,Art Nouveau,123,True,0.2,0.7534939433847155,0.08891219008260723,0.8000003950936454,0.8000012125287738,0.6851017815726144,0.9148998260498047,0.7177122235298157,0.1010187108215902,0.8000004291534424,0.8000013828277588,0.6653270721435547,0.9346747398376465,0.6000022888183594,0.8000020980834961,0.8000001907348633,0.6000022888183594,1.0
a Art Nouveau painting of a car,car,Art Nouveau,123,False,0.3,0.6525362421359334,0.23355979667659388,0.8014768191746303,0.7707618304661342,0.6176817076546806,0.954556941986084,0.510045139119029,0.21299800739785368,0.7830663919448853,0.6374520063400269,0.472104549407959,0.9484138488769531,0.08523835986852646,0.4178752899169922,0.6486291885375977,0.08376693725585938,0.9827375411987305
a Art Nouveau painting of a car,car,Art Nouveau,123,True,0.3,0.6554205651794162,0.14700520902513936,0.7000002179827008,0.700000694819859,0.5471629415239606,0.8528379712785993,0.599914226680994,0.17099876411197124,0.700000524520874,0.7000002861022949,0.515048623085022,0.884952187538147,0.40000057220458984,0.6999998092651367,0.7000007629394531,0.40000057220458984,1.0
a Art Nouveau painting of a car,car,Art Nouveau,123,False,0.4,0.5329085827938148,0.28089936888438855,0.6370118004935128,0.6663001605442592,0.44129725864955355,0.8620147023882184,0.4109738590195775,0.3085863109138285,0.6394797563552856,0.5275560617446899,0.31689202785491943,0.8501437902450562,0.0009545192588120699,0.3191499710083008,0.5299081802368164,0.0008096694946289062,0.8482484817504883
a Art Nouveau painting of a car,car,Art Nouveau,123,True,0.4,0.5651364848017693,0.20911297320716155,0.6000004495893206,0.6000006539481026,0.41819613320486887,0.7818049703325544,0.4925344083458185,0.24588682602778886,0.6000005006790161,0.6000005006790161,0.3743255138397217,0.8256754875183105,0.2002834975719452,0.6000003814697266,0.6000003814697266,0.20023632049560547,0.9997644424438477
a Art Nouveau painting of a car,car,Art Nouveau,123,False,0.5,0.3537740425339767,0.23244256853778478,0.40465170996529715,0.47976527895246235,0.22698722566877091,0.6574297632489886,0.2919965712353587,0.2647220453597967,0.44337546825408936,0.36918795108795166,0.17656636238098145,0.6359970569610596,0.0,0.20223522186279297,0.4426698684692383,0.0,0.6449050903320312
a Art Nouveau painting of a car,car,Art Nouveau,123,True,0.5,0.4716590065509081,0.253505777982093,0.500000136239188,0.5000005449567523,0.29786975043160574,0.7021309307643345,0.3902735444717109,0.2977999413578078,0.5000002384185791,0.5000002384185791,0.24788343906402588,0.7521170377731323,0.02582825906574726,0.5,0.5,0.025177955627441406,0.9748220443725586
a Art Nouveau painting of a car,car,Art Nouveau,123,False,0.6,0.2154931248930682,0.19784375813328664,0.2093595096043178,0.2615957941327776,0.08672189712524414,0.3842334066118513,0.1864665413449984,0.21356493803151222,0.24602508544921875,0.18845891952514648,0.07283234596252441,0.3616516590118408,0.0,0.06093120574951172,0.2884531021118164,0.0,0.3493843078613281
a Art Nouveau painting of a car,car,Art Nouveau,123,True,0.6,0.37832871285666314,0.247600147970785,0.40000091280256,0.40000057220458984,0.1988499505179269,0.601151534489223,0.2951155415503308,0.28530266112045105,0.40000081062316895,0.40000057220458984,0.1531541347503662,0.6468472480773926,0.0,0.40000057220458984,0.40000057220458984,0.0,0.8000011444091797
a Art Nouveau painting of a car,car,Art Nouveau,123,False,0.7,0.14075489140980477,0.16441939002068542,0.09929261888776507,0.12077488218035017,0.02990307126726423,0.190164429800851,0.1317313965409994,0.16836056216339124,0.11839282512664795,0.08266961574554443,0.027165651321411133,0.17389678955078125,0.0,0.01111602783203125,0.1456012725830078,0.0,0.15671730041503906
a Art Nouveau painting of a car,car,Art Nouveau,123,True,0.7,0.3162471670757441,0.23215449060704849,0.30000053133283344,0.3000012125287737,0.12911912373134068,0.47088262013026644,0.25152302116043757,0.2701159430246706,0.3000006675720215,0.3000006675720215,0.09931802749633789,0.5006833076477051,0.0,0.3000001907348633,0.3000001907348633,0.0,0.6000003814697266
a Art Nouveau painting of a car,car,Art Nouveau,123,False,0.8,0.05404644858624254,0.09132693142162504,0.03487389428274972,0.0425762448992048,0.004772935594831195,0.07267720358712333,0.04802587395533919,0.08306429046380774,0.044646620750427246,0.02967202663421631,0.003972887992858887,0.07034575939178467,0.0,0.0035104751586914062,0.06350135803222656,0.0,0.06701183319091797
a Art Nouveau painting of a car,car,Art Nouveau,123,True,0.8,0.25831721177590744,0.21651271326666754,0.20000076293945312,0.20000076293945312,0.07275411060878209,0.3272474152701242,0.21419205679558218,0.2468507538158422,0.20000076293945312,0.20000076293945312,0.05798816680908203,0.3420133590698242,0.0,0.20000076293945312,0.20000076293945312,0.0,0.40000152587890625
a Art Nouveau painting of a car,car,Art Nouveau,123,False,0.9,0.016783835366368294,0.03607876310734842,0.00444310052054269,0.005834170750209263,0.0001987048557826451,0.010078566414969308,0.021598713006824255,0.04267369784640593,0.00572967529296875,0.0042607784271240234,0.00023484230041503906,0.009755611419677734,0.0,0.0013284683227539062,0.007992744445800781,0.0,0.009321212768554688
a Art Nouveau painting of a car,car,Art Nouveau,123,True,0.9,0.17168683957009176,0.19121814265205633,0.10000079018729073,0.10000099454607282,0.025198732103620256,0.1748030526297433,0.13468751356413122,0.18518200493807663,0.10000073909759521,0.10000073909759521,0.019585371017456055,0.18041610717773438,0.0,0.10000038146972656,0.10000038146972656,0.0,0.20000076293945312
a Baroque painting of a car,car,Baroque,124,False,0.1,0.9196992133344922,0.09251466855331479,0.983058043888637,0.9352945600237165,0.9190370695931571,0.9993155343191964,0.8795725107192993,0.10527534894372144,0.9880626201629639,0.8914294242858887,0.8795349597930908,0.9999570846557617,0.7906651496887207,0.7898492813110352,0.9989681243896484,0.7898492813110352,0.9989681243896484
a Baroque painting of a car,car,Baroque,124,True,0.1,0.8392949317182813,0.04534925107839181,0.8999998228890556,0.8999996866498675,0.8207770075116839,0.9792225020272392,0.8024361729621887,0.006008437308474605,0.8999999761581421,0.899999737739563,0.8013404607772827,0.9986592531204224,0.8358335494995117,0.8999996185302734,0.9000005722045898,0.81951904296875,0.9804811477661133
a Baroque painting of a car,car,Baroque,124,False,0.2,0.7239580580166408,0.2427792222318411,0.8993932179042271,0.8019226619175502,0.7137484550476074,0.9875674247741699,0.6189627349376678,0.2749547149777309,0.9256045818328857,0.6910336017608643,0.6181373596191406,0.9985008239746094,0.44951170682907104,0.44260406494140625,0.9764528274536133,0.4400672912597656,0.9789896011352539
a Baroque painting of a car,car,Baroque,124,True,0.2,0.7107694319316319,0.1228099201264172,0.8000005994524274,0.8000007356916156,0.6600394248962402,0.9399619102478027,0.6083483174443245,0.019713162903777073,0.800000786781311,0.8000005483627319,0.6050456762313843,0.9949556589126587,0.7061508893966675,0.8000001907348633,0.8000011444091797,0.6622171401977539,0.9377841949462891
a Baroque painting of a car,car,Baroque,124,False,0.3,0.5802165913794722,0.2810769786825237,0.7740036419459752,0.7063183784484863,0.5381980623517718,0.9421239580426898,0.4215559000149369,0.27670058839033357,0.8108445405960083,0.5937570333480835,0.41755902767181396,0.9870425462722778,0.39412063360214233,0.3521718978881836,0.8757486343383789,0.3471355438232422,0.8807849884033203
a Baroque painting of a car,car,Baroque,124,True,0.3,0.610607983810561,0.22305792919545483,0.7000002861022949,0.700000354221889,0.5145258903503418,0.8854747499738421,0.42231642827391624,0.03549790776214425,0.7000002861022949,0.7000000476837158,0.4151064157485962,0.9848939180374146,0.6039136052131653,0.6999998092651367,0.6999998092651367,0.527134895324707,0.8728647232055664
a Baroque painting of a car,car,Baroque,124,False,0.4,0.4810582941531071,0.30968581443894966,0.6589969907488141,0.6080871990748814,0.3967219080243792,0.8703622817993164,0.25782818149309605,0.221609816003416,0.6913443803787231,0.5121532678604126,0.250044584274292,0.9534530639648438,0.39917418360710144,0.3065519332885742,0.7485771179199219,0.30102062225341797,0.7541084289550781
